status,status_order,impact,impact_order,workspace,plugin,support,name,version,ecosystem,dep_type,tree,risk,last_publish,deprecated,declared_in,notes
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/dev-utils,^1.1.24,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/errors,^1.3.1,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/frontend-plugin-api,^0.17.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/plugin-notifications,0.5.18,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/plugin-notifications-common,^0.2.3,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/plugin-signals,^0.0.32,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/plugin-signals-react,^0.0.23,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/test-utils,^1.7.19,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/theme,^0.7.3,npm,dependencies,overlays,runtime-prod,2026-04-14,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@backstage/ui,^0.16.0,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@remixicon/react,>=4.6.0 <4.9.0,npm,dependencies,overlays,runtime-prod,2026-01-29,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@testing-library/jest-dom,^6.0.0,npm,devDependencies,overlays,test-only,2026-08-09,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@testing-library/react,^16.0.0,npm,devDependencies,overlays,test-only,2026-01-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@types/react,^17.0.0 || ^18.0.0,npm,peerDependencies,overlays,test-only,2026-07-30,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,@types/react,^18.0.0,npm,devDependencies,overlays,test-only,2026-07-30,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,lodash,^4.17.21,npm,dependencies,overlays,runtime-prod,2026-04-01,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,msw,^1.0.0,npm,devDependencies,overlays,build,2026-07-08,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react,^17.0.0 || ^18.0.0,npm,peerDependencies,overlays,runtime-prod,2026-07-21,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react,^18.0.2,npm,devDependencies,overlays,build,2026-07-21,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react-aria-components,~1.17.0,npm,dependencies,overlays,runtime-prod,2026-07-31,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react-dom,^17.0.0 || ^18.0.0,npm,peerDependencies,overlays,runtime-prod,2026-07-21,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react-dom,^18.0.2,npm,devDependencies,overlays,build,2026-07-21,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react-router-dom,^6.30.2,npm,devDependencies,overlays,build,2026-07-28,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react-router-dom,^6.30.2,npm,peerDependencies,overlays,runtime-prod,2026-07-28,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications,tech-preview,react-use,^17.2.4,npm,dependencies,overlays,runtime-prod,2026-06-10,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/backend-defaults,^0.17.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/backend-openapi-utils,^0.6.10,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/backend-plugin-api,^1.9.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/backend-test-utils,^1.11.4,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/catalog-model,^1.9.0,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/cli,^0.36.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/config,^1.3.8,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/errors,^1.3.1,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-auth-backend,^0.29.1,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-auth-backend-module-guest-provider,^0.2.20,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-catalog-node,^2.2.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-events-backend,^0.6.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-notifications-backend,0.6.6,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-notifications-common,^0.2.3,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-notifications-node,^0.2.27,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-signals-backend,^0.3.16,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/plugin-signals-node,^0.2.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/repo-tools,^0.17.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@backstage/types,^1.2.2,npm,dependencies,overlays,runtime-prod,2025-09-16,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@types/express,^4.17.6,npm,devDependencies,overlays,test-only,2025-12-01,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,@types/supertest,^2.0.8,npm,devDependencies,overlays,test-only,2026-07-14,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,express,^4.22.0,npm,dependencies,overlays,runtime-prod,2025-12-01,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,knex,^3.0.0,npm,dependencies,overlays,runtime-prod,2026-06-26,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,p-throttle,^4.1.1,npm,dependencies,overlays,runtime-prod,2025-11-08,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend,tech-preview,supertest,^7.0.0,npm,devDependencies,overlays,build,2026-01-06,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@aws-sdk/client-sesv2,^3.911.0,npm,dependencies,overlays,runtime-prod,2026-08-25,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@azure/communication-email,^1.0.0,npm,dependencies,overlays,runtime-prod,2025-10-08,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@azure/identity,^4.0.0,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/backend-plugin-api,^1.9.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/backend-test-utils,^1.11.4,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/catalog-client,^1.16.0,npm,dependencies,overlays,runtime-prod,2026-07-14,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/catalog-model,^1.9.0,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/cli,^0.36.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/config,^1.3.8,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/integration-aws-node,^0.2.0,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/plugin-catalog-node,^2.2.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/plugin-notifications-backend-module-email,0.3.22,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/plugin-notifications-common,^0.2.3,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/plugin-notifications-node,^0.2.27,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@backstage/types,^1.2.2,npm,dependencies,overlays,runtime-prod,2025-09-16,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,@types/nodemailer,^7.0.0,npm,devDependencies,overlays,test-only,2026-06-10,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,lodash,^4.17.21,npm,dependencies,overlays,runtime-prod,2026-04-01,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,nodemailer,^8.0.4,npm,dependencies,overlays,runtime-prod,2026-08-07,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-notifications-backend-module-email,tech-preview,p-throttle,^4.1.1,npm,dependencies,overlays,runtime-prod,2025-11-08,FALSE,workspaces/backstage/metadata/backstage-plugin-notifications-backend-module-email.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/backend-plugin-api,^1.9.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/backend-test-utils,^1.11.4,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/catalog-model,^1.9.0,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/cli,^0.36.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/config,^1.3.8,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/errors,^1.3.1,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/integration,^2.0.3,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/plugin-catalog-node,^2.2.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/plugin-scaffolder-backend-module-github,0.9.10,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/plugin-scaffolder-node,^0.13.4,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/plugin-scaffolder-node-test-utils,^0.3.12,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@backstage/types,^1.2.2,npm,dependencies,overlays,runtime-prod,2025-09-16,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@octokit/core,^5.0.0,npm,dependencies,overlays,runtime-prod,2026-08-01,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@octokit/plugin-retry,^6.0.0,npm,dependencies,overlays,runtime-prod,2026-08-01,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,@octokit/webhooks,^10.9.2,npm,dependencies,overlays,runtime-prod,2025-12-03,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,fs-extra,^11.2.0,npm,devDependencies,overlays,build,2026-07-23,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,libsodium-wrappers,^0.8.0,npm,dependencies,overlays,runtime-prod,2026-04-19,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,octokit,^3.0.0,npm,dependencies,overlays,runtime-prod,2025-10-31,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,octokit-plugin-create-pull-request,^5.0.0,npm,dependencies,overlays,runtime-prod,2025-04-14,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,yaml,^2.0.0,npm,dependencies,overlays,runtime-prod,2026-05-11,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-github,generally-available,zod,^3.25.76 || ^4.0.0,npm,dependencies,overlays,runtime-prod,2026-05-04,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-github.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/backend-plugin-api,^1.9.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/backend-test-utils,^1.11.4,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/cli,^0.36.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/config,^1.3.8,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/errors,^1.3.1,npm,dependencies,overlays,runtime-prod,2026-05-19,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/integration,^2.0.3,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/plugin-scaffolder-backend-module-gitlab,0.11.7,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/plugin-scaffolder-node,^0.13.4,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@backstage/plugin-scaffolder-node-test-utils,^0.3.12,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@gitbeaker/core,^43.8.0,npm,dependencies,overlays,runtime-prod,2025-11-01,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@gitbeaker/requester-utils,^43.8.0,npm,dependencies,overlays,runtime-prod,2025-11-01,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,@gitbeaker/rest,^43.8.0,npm,dependencies,overlays,runtime-prod,2025-11-01,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,luxon,^3.0.0,npm,dependencies,overlays,runtime-prod,2025-09-05,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,yaml,^2.0.0,npm,dependencies,overlays,runtime-prod,2026-05-11,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-scaffolder-backend-module-gitlab,tech-preview,zod,^3.25.76 || ^4.0.0,npm,dependencies,overlays,runtime-prod,2026-05-04,FALSE,workspaces/backstage/metadata/backstage-plugin-scaffolder-backend-module-gitlab.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/cli,^0.36.3,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/core-components,^0.18.11,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/core-plugin-api,^1.12.7,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/dev-utils,^1.1.24,npm,devDependencies,overlays,build,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/frontend-plugin-api,^0.17.2,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/plugin-signals,0.0.32,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/plugin-signals-react,^0.0.23,npm,dependencies,overlays,runtime-prod,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/test-utils,^1.7.19,npm,devDependencies,overlays,test-only,2026-08-18,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/theme,^0.7.3,npm,dependencies,overlays,runtime-prod,2026-04-14,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@backstage/types,^1.2.2,npm,dependencies,overlays,runtime-prod,2025-09-16,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@remixicon/react,>=4.6.0 <4.9.0,npm,dependencies,overlays,runtime-prod,2026-01-29,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@testing-library/jest-dom,^6.0.0,npm,devDependencies,overlays,test-only,2026-08-09,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
OK,2,low,2,backstage,backstage-plugin-signals,generally-available,@testing-library/react,^16.0.0,npm,devDependencies,overlays,test-only,2026-01-19,FALSE,workspaces/backstage/metadata/backstage-plugin-signals.yaml,
